Compound,Z,Period,Group,m,kai,EA,IE1,IE2,Rvdw,Rcov,MP,BP,Cp_g,Cp_mol,rho,E-fusion,E-vapor,ThermalConductivity,energy,energy_per_atom,volume
CdS,0.315680546,0.313289046,0.908800049,0.247374715,0.021157322,-0.34021811,0.187782457,-0.511004227,0.03994114,-0.265821621,-0.24854917,-0.660941753,-0.439325292,-0.632885694,1.065677703,-0.549984158,-0.975614449,0.076993593,-12.6478595,-3.161964875,104.8628628
CdS4Sc2,-0.500022335,-0.222902476,0.1601663,-0.567694268,-0.042661978,-0.058151194,-0.12599568,-0.604660945,-0.117555471,-0.142757904,1.108216395,0.567652643,-0.135332585,-0.675471328,-0.255617796,0.064308798,0.338067198,-0.833380379,-82.05381409,-5.860986721,317.7783601
CdS4Y2,-0.080517996,0.134558539,0.1601663,-0.158402008,-0.125775485,-0.01069338,-0.177650645,-0.626220941,0.096639921,0.06645041,1.086154529,0.882153628,-0.315229638,-0.643131861,0.012152753,-0.265898342,0.759251694,-0.821257387,-84.15117699,-6.010798356,362.0650041
CdSe,1.04981314,0.938845821,0.908800049,1.011549905,-0.010010243,-0.380082674,0.028200446,-0.651753997,0.260436394,0.035684482,-0.033988815,-0.401010395,-0.890567069,-0.483667872,1.966634665,-0.088950386,-0.769990018,0.103830868,-11.31378918,-2.828447295,119.8933687
CdTe,1.783945734,1.564402597,0.908800049,1.804245175,-0.477523717,-0.414419798,-0.166881877,-0.821475725,0.6132288,0.444871335,0.430753099,-0.073379456,-1.029321,-0.463103494,2.41443454,1.431079219,-0.463695292,0.108528528,-14.30167298,-2.383612163,194.4823789
Cl2Hg,0.805102276,0.313289046,1.345503068,0.842711027,1.278249107,1.575923714,1.4732937,-0.248242883,-0.312851266,-0.753974357,-1.462674129,-1.763047539,-0.680687173,0.21886435,1.915898719,-0.830959328,-1.690470137,-1.309530257,-23.16454792,-1.930378993,391.7834828
Cl2Mg,-1.043824257,-0.937824504,0.25374552,-1.072643266,0.869607699,1.575923714,0.984571936,-0.410823192,-1.047835447,-0.639114892,-0.529534029,-1.2343824,0.005697821,0.102538327,-0.562284404,-0.294133445,-1.116771254,0.182203995,-20.99777439,-3.499629065,275.9702817
Cl2Sr,-0.336881759,-0.103748804,0.25374552,-0.384793245,0.62026718,1.575923714,0.642904509,-0.585794717,0.069340509,0.078756782,-0.35749018,-1.027495536,-0.551649904,0.174298858,-0.374887037,-0.352757177,-1.038654129,-1.03716702,-12.84239639,-4.280798797,87.4972665
Cl2Zn,-0.554402528,-0.520786654,1.345503068,-0.626317585,1.105095969,1.575923714,1.290622435,-0.282860437,-0.636244304,-0.926263558,-0.841750266,-1.366299807,-0.4879086,0.12200071,0.572604137,-0.407193499,-1.220087451,-0.221895761,-100.6254709,-2.795151968,1005.949845
Cl3CsHg,0.739846045,0.563511756,0.515767332,0.760247251,0.642430782,1.371007386,0.697264085,-0.177076662,0.886642915,0.251045984,-1.390968962,-1.570750596,-0.68581757,0.269033216,0.880381203,-0.85625128,-1.565449139,-1.125642439,-114.1015352,-2.535589671,1577.824394
Cl3CsMg,-0.369509874,-0.187156374,-0.139287198,-0.388965325,0.397245938,1.371007386,0.404031025,-0.274624848,0.445652408,0.319961664,-0.831084902,-1.253551513,-0.273986573,0.199237602,-0.60652867,-0.534155751,-1.221229809,-0.230601888,-35.61896068,-3.561896068,298.3884164
Cl3CsSr,0.054655624,0.313289046,-0.139287198,0.023744688,0.247641627,1.371007386,0.19903057,-0.379607762,1.115957979,0.750684668,-0.727858593,-1.129419395,-0.608395208,0.24229392,-0.49409025,-0.56932999,-1.174359534,-0.962224497,-39.16948907,-3.916948907,368.9399361
Cl3Ga,-0.622377768,-0.625046117,1.563854579,-0.672357144,1.449670714,2.1013329,1.001231414,-0.135402508,-0.886138926,-0.965746501,-1.414207276,-0.821156526,-0.478969272,0.219863618,0.171653604,-0.604629851,-0.554033967,-1.086141637,-25.97405256,-3.24675657,280.5277745
Cl3HgNa,0.022027509,-0.187156374,0.515767332,0.043757636,0.700610237,1.39230757,0.828074059,0.455388014,-0.136455063,-0.420881902,-1.334646411,-1.479083136,-0.225947397,0.179827518,0.765547794,-0.830624335,-1.412893954,-0.488579173,-49.17212086,-2.458606043,576.9266259
Cl3In,-0.255311471,-0.312267729,1.563854579,-0.305018505,1.434086931,2.1013329,0.973268581,-0.189295709,-0.81999035,-0.761153075,-1.285341624,-0.930366839,-0.560589232,0.239755592,0.393190066,-0.750979809,-0.741200078,-0.775489949,-24.43407779,-3.054259724,276.6731632
Cl3KMg,-0.956815949,-0.687601794,-0.139287198,-1.000435855,0.409712964,1.379337628,0.450964692,-0.052543377,-0.154094683,-0.007387819,-0.802636707,-1.215490097,-0.033790692,0.140738389,-0.735479908,-0.522096012,-1.175065108,0.172487619,-70.90845399,-3.5454227,499.3253057
Cl3La,-0.092170894,0.000510659,0.745036417,-0.108637378,1.080854529,2.171123804,0.945762864,-0.445231488,-0.268752215,-0.20121317,-0.509721893,-0.15345981,-0.582743221,0.250121832,0.209784346,-0.566315055,0.350045756,-1.291474826,-40.2139994,-5.026749925,219.0358593
Cl3MgRb,-0.663162912,-0.437379084,-0.139287198,-0.698155594,0.409712964,1.374996634,0.433784684,-0.166315912,0.092860001,0.121829083,-0.822306602,-1.246198739,-0.217552201,0.173462087,-0.650268728,-0.52913086,-1.213871679,-0.09543052,-106.0705442,-3.535684806,795.0180957
Cl3RbSr,-0.238997413,0.063066336,-0.139287198,-0.285445581,0.260108653,1.374996634,0.228784229,-0.271298826,0.763165573,0.552552086,-0.719080292,-1.122066621,-0.551960836,0.216518405,-0.537830308,-0.564305098,-1.167001405,-0.827053129,-39.15537105,-3.915537105,374.2321499
Cl3Sc,-0.826303488,-0.625046117,0.745036417,-0.874116343,1.215913977,2.062249994,1.075056544,-0.388195485,-0.577445571,-0.578095798,0.121218443,-0.492984942,-0.365284328,0.205575017,-0.28827878,0.049234124,-0.246983269,-1.274048024,-40.69549273,-5.086936591,235.2043842
Cl3Y,-0.459237191,-0.312267729,0.745036417,-0.515985616,1.143189659,2.103775582,1.029858449,-0.407060481,-0.390024605,-0.395038522,0.101914311,-0.217796579,-0.522694251,0.233872051,-0.053979549,-0.239697123,0.121553166,-1.263440405,-42.28170443,-5.285213054,282.0113669
ClCs,0.641961699,0.938845821,-0.728836274,0.636551587,-0.311296704,1.063632893,-0.46678034,-0.070327331,2.685884187,1.758576496,-1.283411211,-1.282305183,-0.693513166,0.344286514,-0.67289507,-0.894189209,-1.377917641,-0.849810714,-6.63990302,-3.31995151,88.04928891
ClK,-0.826303488,-0.312267729,-0.728836274,-0.892124737,-0.280129139,1.084458499,-0.349446171,0.484876345,1.186516461,0.940202789,-1.212290722,-1.187151643,-0.093023463,0.198038481,-0.995273164,-0.864039862,-1.262505889,0.157913054,-6.86146221,-3.430731105,65.39140857
ClLi,-1.478865794,-1.563381279,-0.728836274,-1.416226036,-0.113902126,1.165785839,-0.073402621,3.368835123,-0.864089401,-0.567327723,-0.974545088,-0.55675944,3.20092491,-0.067561397,-1.096429927,-0.779872933,-0.378018446,-0.110308159,-7.37638453,-3.688192265,34.20239673
ClNa,-1.152584641,-0.937824504,-0.728836274,-1.154672451,-0.165848068,1.116883353,-0.139755404,1.510834359,0.128139242,0.078756782,-1.142604835,-1.053136532,0.456162266,0.121272271,-0.959978593,-0.830121846,-0.996529679,0.742847452,-6.77629517,-3.388147585,46.09613776
ClRb,-0.092170894,0.313289046,-0.728836274,-0.136424085,-0.280129139,1.073606013,-0.392396192,0.200445009,1.803903172,1.263245042,-1.26146546,-1.263923249,-0.552427236,0.279847726,-0.782245215,-0.881626981,-1.359522318,-0.511882292,-6.70481531,-3.352407655,75.14792688
Cs3Sb,2.110226887,2.502737759,-2.202708965,2.134263251,-2.119015469,-0.922745334,-2.230760756,-0.327195596,4.879811964,3.675293862,-0.407483143,-0.024721396,-0.99026002,0.051286143,-0.33444534,0.072474246,-0.65149138,-0.393817982,-8.03334578,-2.008336445,204.4000726
CsF,0.315680546,0.313289046,-0.728836274,0.368462828,0.540616737,0.911488724,0.703301266,0.660799796,2.068497476,0.897130489,-1.523534301,-1.448899568,-0.291243365,0.1960773,-1.151262564,-1.263518717,-1.465234947,-0.849522793,-8.03004722,-4.01502361,57.24934957
CsF3Hg,0.348308662,-0.187156374,0.515767332,0.438540741,1.664726912,1.188434383,2.101362012,0.700275891,0.145778862,-0.782689225,-1.67911667,-1.770663859,-0.203093809,0.091182158,0.306340209,-1.299446689,-1.670229906,-1.125296934,-16.80451714,-3.360903428,102.1891798
CsF3Mg,-0.761047258,-0.937824504,-0.139287198,-0.710671835,1.419542068,1.188434383,1.808128952,0.602727705,-0.295211646,-0.713773544,-1.119232611,-1.453464775,0.208737188,0.021386545,-1.180569664,-0.97735116,-1.326010576,-0.230256383,-23.973048,-4.7946096,76.89072405
CsF3Sr,-0.336881759,-0.437379084,-0.139287198,-0.297961822,1.269937756,1.188434383,1.603128497,0.49774479,0.375093926,-0.283050541,-1.016006301,-1.329332657,-0.125671447,0.064442863,-1.068131244,-1.012525398,-1.279140301,-0.961878992,-25.29870598,-5.059741196,112.8992793
CsI,2.110226887,2.189959372,-0.728836274,2.126929516,-0.830756119,0.674269443,-1.127666064,-0.377156692,3.193023271,2.533877903,-0.846121805,-1.046108145,-1.002503014,1.491913328,-0.128980513,-0.321351606,-1.243102603,-0.843141552,-5.51134306,-2.75567153,121.3588027
CsI3Mg,1.39240835,1.314179886,-0.139287198,1.39948819,-0.22610536,0.903771245,-0.389031844,-0.642820081,1.054219308,1.250323352,-0.306337615,-0.970115068,-0.64477439,1.576389779,0.046168797,0.153249373,-1.059451763,-0.222598895,-26.86642705,-2.686642705,432.7722735
CsI3Sr,1.816573849,1.814625307,-0.139287198,1.812198203,-0.375709672,0.903771245,-0.594032299,-0.747802996,1.72452488,1.681046356,-0.203111306,-0.84598295,-0.979183025,1.619446096,0.158607218,0.118075134,-1.012581489,-0.954221504,-15.32131266,-3.064262532,270.8117038
F2Hg,0.370060739,-0.520786654,1.345503068,0.485259349,2.414133696,1.373064822,3.033402511,0.726593286,-1.136033549,-1.902569034,-1.782838249,-1.985173386,-0.144327438,0.021252064,1.278075392,-1.323398671,-1.806893211,-1.309146361,-16.59232036,-2.765386727,105.3437286
F2Mg,-1.478865794,-1.771900205,0.25374552,-1.430094944,2.005492288,1.373064822,2.544680742,0.564012977,-1.871017725,-1.787709565,-0.84969815,-1.456508247,0.542057556,-0.095073958,-1.20010773,-0.786572788,-1.233194328,0.18258789,-63.14730091,-5.262275076,125.9277129
F2Sr,-0.771923296,-0.937824504,0.25374552,-0.742244923,1.756151769,1.373064822,2.203013315,0.389041454,-0.753841774,-1.069837895,-0.677654301,-1.249621383,-0.015290169,-0.023313429,-1.012710363,-0.84519652,-1.155077204,-1.036783124,-17.2859187,-5.7619729,50.45958083
F2Zn,-0.989444064,-1.354862354,1.345503068,-0.983769263,2.240980556,1.373064822,2.850731246,0.691975734,-1.459426586,-2.074858236,-1.161914387,-1.588425655,0.048451135,-0.075611576,-0.065219189,-0.899632842,-1.336510525,-0.221511865,-47.79559457,-3.982966214,144.5293251
F3Ga,-1.111799497,-1.563381279,1.563854579,-1.074490281,2.727540876,1.873116646,2.756353822,0.961288183,-1.812218993,-2.257915512,-1.774391912,-1.071048104,0.12443543,-0.002450204,-0.545897638,-1.158624112,-0.685009926,-1.085709756,-38.17649338,-4.772061673,99.20597833
F3HgK,-0.238997413,-0.687601794,0.515767332,-0.172929788,1.677193938,1.196764625,2.14829568,0.922357361,-0.453968228,-1.110038708,-1.650668475,-1.732602443,0.037102073,0.032682945,0.177388972,-1.28738695,-1.624065205,-0.722207426,-67.1380671,-3.356903355,389.6349156
F3HgRb,0.054655624,-0.437379084,0.515767332,0.129350472,1.677193938,1.192423631,2.131115671,0.808584827,-0.207013544,-0.980821807,-1.67033837,-1.763311085,-0.146659436,0.065406643,0.262600151,-1.294421798,-1.662871777,-0.990125565,-16.79032017,-3.358064034,98.95474687
F3In,-0.7447332,-1.250602892,1.563854579,-0.707151642,2.711957093,1.873116646,2.72839099,0.907394982,-1.746070416,-2.053322086,-1.64552626,-1.180258417,0.04281547,0.01744177,-0.324361177,-1.304974069,-0.872176037,-0.775058068,-36.86829783,-4.608537229,128.3674382
F3KMg,-1.348353333,-1.438269924,-0.139287198,-1.322142365,1.432009094,1.196764625,1.855062619,0.824809175,-0.894958736,-1.041123027,-1.090784415,-1.415403359,0.448933069,-0.037112669,-1.309520902,-0.965291421,-1.279845875,0.172833124,-24.79780034,-4.959560068,66.59982851
F3KZn,-1.054700295,-1.188047214,0.515767332,-1.054346956,1.573302055,1.196764625,2.038692921,0.901586829,-0.648004052,-1.213412229,-1.278114157,-1.494553804,0.152769216,-0.025435239,-0.628587777,-1.033127453,-1.341835593,-0.06962673,-20.80617398,-4.161234796,70.52585357
F3La,-0.581592624,-0.937824504,0.745036417,-0.510770515,2.358724691,1.942907549,2.700885272,0.651459204,-1.194832282,-1.493382181,-0.869906529,-0.403351389,0.020661481,0.02780801,-0.507766896,-1.120309316,0.219069797,-1.291042944,-163.5104808,-6.812936698,336.1106504
F3MgNa,-1.478865794,-1.688492634,-0.139287198,-1.42716145,1.477721522,1.209734566,1.938938926,1.235192381,-1.318309624,-1.38570143,-1.06291006,-1.361797315,0.668607361,-0.067819152,-1.295403073,-0.951724214,-1.173455391,0.406806883,-99.08121879,-4.95406094,234.8729984
F3MgRb,-1.054700295,-1.188047214,-0.139287198,-1.019862104,1.432009094,1.192423631,1.837882611,0.711036641,-0.648004052,-0.911906126,-1.11045431,-1.446112002,0.26517156,-0.004388971,-1.224309722,-0.972326268,-1.318652447,-0.095085014,-146.902279,-4.896742633,439.6105351
F3NaZn,-1.185212756,-1.438269924,0.515767332,-1.159366041,1.619014483,1.209734566,2.122569227,1.311970035,-1.071354939,-1.557990631,-1.250239802,-1.44094776,0.372443507,-0.056141723,-0.614469949,-1.019560246,-1.235445109,0.164347029,-83.0993129,-4.154965645,246.2561656
F3RbZn,-0.761047258,-0.937824504,0.515767332,-0.752066695,1.573302055,1.192423631,2.021512912,0.787814295,-0.401049368,-1.084195327,-1.297784052,-1.525262446,-0.030992294,0.007288459,-0.543376598,-1.0401623,-1.380642165,-0.337544868,-123.4147496,-4.113824985,461.2673979
F3Sc,-1.315725217,-1.563381279,0.745036417,-1.27624948,2.493784139,1.83403374,2.830178952,0.708495206,-1.503525637,-1.870264809,-0.238966192,-0.74287652,0.238120374,-0.016738805,-1.005830022,-0.504760137,-0.377959228,-1.273616142,-27.87339892,-6.96834973,67.39878762
F3Y,-0.94865892,-1.250602892,0.745036417,-0.918118753,2.421059821,1.875559327,2.784980858,0.68963021,-1.316104671,-1.687207532,-0.258270325,-0.467688157,0.080710451,0.011558229,-0.771530792,-0.793691384,-0.009422793,-1.263008524,-114.0999948,-7.131249674,202.8203685
FK,-1.152584641,-0.937824504,-0.728836274,-1.160213495,0.571784302,0.932314329,0.820635435,1.216003472,0.56912975,0.078756782,-1.452413813,-1.353746028,0.309246338,0.049829266,-1.473640659,-1.233369369,-1.349823195,0.158200975,-8.4316262,-4.2158131,39.89287388
FRb,-0.418452047,-0.312267729,-0.728836274,-0.404512843,0.571784302,0.921461844,0.777685413,0.931572137,1.186516461,0.401799035,-1.501588551,-1.430517634,-0.150157435,0.131638511,-1.26061271,-1.250956488,-1.446839624,-0.511594371,-8.17889598,-4.08944799,47.25313891
Fli,-1.805146946,-2.188938054,-0.728836274,-1.684314795,0.738011315,1.013641669,1.096678984,4.09996225,-1.481476112,-1.42877373,-1.214668179,-0.723353825,3.603194711,-0.215770612,-1.574797422,-1.149202441,-0.465335752,-0.110020238,-9.69028318,-4.84514159,17.02215405
Fna,-1.478865794,-1.563381279,-0.728836274,-1.422761209,0.686065373,0.964739183,1.030326202,2.241961487,-0.489247469,-0.782689225,-1.382727926,-1.219730917,0.858432067,-0.026936943,-1.438346087,-1.199451353,-1.083846985,0.743135373,-8.64893631,-4.324468155,25.89361062
Ga2HgO4,-0.266964369,-0.759093997,1.095958486,-0.225732681,1.307932501,-0.50481178,0.875877273,0.601311255,-1.144433368,-1.619522488,-1.631152548,-0.709712268,-0.015734359,-0.200065157,0.518521809,-1.043392588,-0.253774059,-1.005825792,-142.2506489,-5.080380319,365.5570894
Ga2HgS4,0.105928377,-0.044171969,1.095958486,0.073576835,0.286823709,-0.013485016,-0.102035754,-0.28114587,-0.438848556,-0.635012768,-0.855503788,0.06581627,-0.29557422,-0.627714581,0.709760762,-0.826891559,-0.158894511,-1.001630197,-26.67598793,-3.810855419,165.9643614
Ga2HgSe4,0.944937055,0.670750061,1.095958486,0.94691991,0.251203635,-0.059044518,-0.284415195,-0.44200275,-0.186853976,-0.290434365,-0.610291954,0.36288068,-0.811279108,-0.457179928,1.739425861,-0.299995818,0.076104839,-0.970959026,-23.85922284,-3.408460406,190.5799078
Ga2HgTe4,1.783945734,1.385672089,1.095958486,1.852857363,-0.283097478,-0.098286946,-0.507366421,-0.635970439,0.216337343,0.177207755,-0.079158338,0.737316039,-0.96985503,-0.433677781,2.251197147,1.437180872,0.426155953,-0.965590274,-83.02842039,-2.965300728,942.9394099
Ga2MgO4,-1.059361455,-1.295285519,0.628062393,-1.046598806,1.132800471,-0.50481178,0.666425084,0.531633978,-1.459426586,-1.570297004,-1.231235363,-0.483141494,0.278430639,-0.249919168,-0.543556672,-0.813324352,-0.007903109,-0.366511114,-509.1157965,-6.060902339,887.6836262
Ga2MgS4,-0.686468709,-0.580363489,0.628062393,-0.74728929,0.111691678,-0.013485016,-0.31148794,-0.350823145,-0.753841774,-0.585787279,-0.455586603,0.292387045,-0.001409223,-0.677568591,-0.352317719,-0.596823323,0.086976439,-0.362315519,-182.8874351,-4.354462741,903.3463393
Ga2O3,-0.891559719,-1.188047214,1.170821861,-0.885182134,1.377985315,-0.398684881,0.657181534,0.688925111,-1.415327535,-1.747508753,-1.620189728,-0.280289099,0.098200443,-0.220611926,-0.249045082,-0.96348246,0.272635213,-0.901285123,-232.670462,-5.81676155,453.6472994
Ga2O4Sr,-0.756386098,-0.937824504,0.628062393,-0.75180594,1.025940249,-0.50481178,0.51999619,0.456646183,-0.98063689,-1.262637713,-1.157502284,-0.394475696,0.039567329,-0.219164654,-0.463243515,-0.838448808,0.025575659,-0.889098693,-346.0476026,-6.179421474,835.2687642
Ga2O4Zn,-0.849609285,-1.116555012,1.095958486,-0.855316372,1.233724015,-0.50481178,0.797589588,0.58647516,-1.283030383,-1.693360716,-1.365042321,-0.539677526,0.066885031,-0.241578146,-0.057175869,-0.861778661,-0.052181479,-0.539696723,-79.19053491,-5.656466779,151.3203351
Ga2S3,-0.500022335,-0.437379084,1.170821861,-0.570907143,0.305821081,0.117208222,-0.369627142,-0.237654869,-0.674463482,-0.713773544,-0.80575853,0.534015866,-0.195631412,-0.669643821,-0.048244181,-0.736156379,0.372258738,-0.896879748,-43.52845289,-4.352845289,227.7267589
Ga2S4Sr,-0.383493352,-0.222902476,0.628062393,-0.452496424,0.004831454,-0.013485016,-0.457916837,-0.425810941,-0.275052078,-0.278127993,-0.381853525,0.381052844,-0.240272533,-0.646814078,-0.272004561,-0.621947779,0.120455206,-0.884903098,-259.862996,-4.640410642,1360.250954
Ga2S4Zn,-0.476716538,-0.401632982,1.095958486,-0.556006856,0.21261522,-0.013485016,-0.180323439,-0.295981963,-0.577445571,-0.708850996,-0.589393561,0.235851014,-0.212954831,-0.669227569,0.134063085,-0.645277632,0.042698069,-0.535501128,-28.97956434,-4.139937763,151.2436855
Ga2Se3,0.380936777,0.313289046,1.170821861,0.346103085,0.268420003,0.069370745,-0.561125554,-0.406554593,-0.409869178,-0.351966221,-0.548286105,0.845933496,-0.737121545,-0.490582435,1.032904173,-0.182915852,0.619008056,-0.864675018,-38.91424954,-3.891424954,262.145187
Ga2Se4Zn,0.36229214,0.313289046,1.095958486,0.317336219,0.176995146,-0.059044518,-0.36270288,-0.456838843,-0.325450995,-0.364272594,-0.344181727,0.532915422,-0.728659721,-0.498692917,1.163728184,-0.118381892,0.277697419,-0.504829957,-25.8115675,-3.687366786,175.6035594
Ga2SrTe4,1.294524005,1.206941582,0.628062393,1.326784103,-0.565089732,-0.098286946,-0.863247504,-0.78063551,0.380133817,0.53409253,0.394491926,1.052552611,-0.914553342,-0.452777277,1.269431823,1.642124652,0.705505671,-0.848863172,-51.08475366,-3.648910976,479.6200301
Ga2Te3,1.261895889,1.063957176,1.170821861,1.29733741,-0.292596165,0.028166195,-0.795224343,-0.610220666,0.01348171,0.139058003,0.009404193,1.239090623,-0.903626262,-0.46590518,1.570264023,1.641119674,0.986561727,-0.859037827,-34.17262375,-3.417262375,331.8416031
Ga2Te4Zn,1.201300818,1.028211074,1.095958486,1.223273671,-0.357305966,-0.098286946,-0.585654106,-0.650806532,0.077740329,0.103369526,0.186951889,0.907350781,-0.887235643,-0.475190769,1.67549947,1.6187948,0.627748533,-0.499461204,-22.56928348,-3.224183354,221.7443178
GaI3,1.580020013,1.251624209,1.563854579,1.563209751,0.670481591,1.517287724,0.009902828,-0.59564655,-0.1254303,0.197205608,-0.758273168,-0.46686097,-0.942454043,1.941303838,0.987525438,0.254626554,-0.35181141,-1.076137895,-38.35212627,-2.397007892,820.7648254
GaN,-0.7447332,-0.937824504,0.908800049,-0.742516542,0.623730244,-1.629339847,0.497578566,0.135790205,-1.194832282,-1.34262913,-1.501315042,0.227440892,0.113358435,-0.272364678,-0.023096799,-0.811278504,0.901499738,-0.778329306,-24.62981616,-6.15745404,46.94282736
GaP,-0.418452047,-0.312267729,0.908800049,-0.466116218,-0.259350763,-1.059497119,-0.565411173,-0.508483958,-0.643594147,-0.524255423,-0.984878692,0.742454021,-0.202627409,-0.569343445,0.157157619,-0.776104265,1.022546002,-0.775161871,-71.35770764,-4.459856728,306.660428
GaSb,1.04981314,0.938845821,0.908800049,1.014157455,-0.404799399,-0.833723547,-1.058717664,-0.714214214,-0.070306487,0.143365233,0.206852795,2.155159704,-0.857919085,-0.490560021,1.693101736,1.618256418,1.722702231,-0.410487097,-7.48349749,-3.741748745,60.13327439
HgI2,2.762789192,1.981440446,1.345503068,2.829881601,0.585636554,1.056772447,0.592112735,-0.657348698,0.363334178,0.279760852,-0.879621588,-1.448118156,-1.092673637,1.749033434,2.641118127,-0.067175857,-1.510716753,-1.300638042,-68.62366349,-1.429659656,2274.399408
HgIn2O4,0.15253997,-0.401632982,1.095958486,0.194082907,1.290122465,-0.50481178,0.843919748,0.539719023,-1.068834992,-1.38570143,-1.483877517,-0.834524054,-0.109014312,-0.177331473,0.771706337,-1.210649682,-0.467678185,-0.650795292,-68.14173345,-4.867266675,209.4195012
HgIn2S4,0.525432716,0.313289046,1.095958486,0.493392423,0.269013671,-0.013485016,-0.133993277,-0.3427381,-0.363250179,-0.401191706,-0.708228757,-0.058995515,-0.388854174,-0.604980897,0.96294529,-0.994148653,-0.372798638,-0.646599697,-50.98975603,-3.642125431,337.8876682
HgIn2Se4,1.364441395,1.028211074,1.095958486,1.366735498,0.233393597,-0.059044518,-0.316372717,-0.50359498,-0.111255604,-0.056613303,-0.463016923,0.238068893,-0.904559062,-0.434446243,1.992610389,-0.467252913,-0.137799288,-0.615928526,-22.97754702,-3.282506717,213.4930954
HgIn2Te4,2.203450073,1.743133104,1.095958486,2.27267295,-0.300907516,-0.098286946,-0.539323945,-0.697562669,0.291935716,0.411028813,0.068116693,0.612504252,-1.063134984,-0.410944096,2.504381675,1.269923778,0.212251827,-0.610559774,-20.44550349,-2.920786213,261.5627575
HgKSb,1.783945734,1.564402597,-0.619660519,1.820542364,-1.111264204,-1.058696851,-0.800457406,-0.220598119,1.612807286,1.256066324,-0.247356378,-0.022833463,-0.676023175,-0.269301502,2.152246295,0.478024844,-0.64496062,-0.029724102,-13.26953873,-2.211589788,218.1422503
HgLa2O4,0.338986343,-0.044171969,0.1601663,0.41851848,0.88642829,-0.425050748,0.812484645,0.247220991,-0.438848556,-0.745770109,-0.597454967,0.053369694,-0.134333157,-0.165484341,0.5620998,-0.99960425,0.779459909,-1.240492296,-96.55115358,-6.89651097,253.11361
HgO,1.294524005,0.313289046,0.908800049,1.422890954,1.132800471,-0.770129029,1.422616613,0.382276612,-0.467197944,-1.299556829,-1.658559598,-1.783270189,-0.30057136,-0.148698238,2.437439037,-1.243167907,-1.569797238,-1.267177469,-46.63371272,-2.914607045,291.2831948
HgO4Y2,-0.080517996,-0.401632982,0.1601663,-0.047022363,0.95766844,-0.502020144,0.908593881,0.290844999,-0.577445571,-0.967284799,0.101557837,-0.020158042,-0.065705761,-0.184055521,0.260655349,-0.626326613,0.518325522,-1.208452956,-102.7917673,-7.342269089,215.2061007
HgS,1.620805157,0.938845821,0.908800049,1.68478678,0.239330276,-0.34021811,0.566942716,-0.389873371,0.150188767,-0.438110822,-0.979866933,-1.104682718,-0.545431239,-0.522891483,2.604773122,-1.053729507,-1.486777634,-1.263506324,-14.04119349,-2.340198915,166.4000336
HgSe,2.354937751,1.564402597,0.908800049,2.44896197,0.208162711,-0.380082674,0.407360706,-0.530623141,0.370684021,-0.13660472,-0.765306578,-0.84475136,-0.996673017,-0.373673661,3.505730083,-0.592695734,-1.281153203,-1.236669049,-4.21279593,-2.106397965,61.74933214
HgTe,3.089070345,2.189959372,0.908800049,3.241657241,-0.259350763,-0.414419798,0.212278382,-0.700344869,0.723476427,0.272582134,-0.300564664,-0.517120421,-1.135426948,-0.353109283,3.953529958,0.927333871,-0.974858477,-1.231971389,-10.97283802,-1.828806337,200.515466
I2Mg,0.91386266,0.730326896,0.25374552,0.914527306,0.176995146,1.056772447,0.10339097,-0.819929007,-0.371649999,0.394620317,0.053518511,-0.919453016,-0.406288641,1.632707412,0.162935005,0.469650025,-0.93701787,0.19109621,-7.8306205,-2.610206833,118.6431026
I2Sr,1.620805157,1.564402597,0.25374552,1.602377329,-0.072345373,1.056772447,-0.238276456,-0.994900532,0.745525953,1.112491991,0.22556236,-0.712566153,-0.963636365,1.704467942,0.350332372,0.411026294,-0.858900745,-1.028274805,-78.57415443,-3.273923101,1042.173744
I2Zn,1.403284389,1.147364747,1.345503068,1.360852989,0.412483414,1.056772447,0.40944147,-0.691966251,0.03994114,0.107471651,-0.258697725,-1.051370424,-0.899895064,1.652169794,1.297823545,0.356589972,-1.040334067,-0.213003546,-98.60201535,-2.054208653,2095.569622
I3In,1.94708631,1.564402597,1.563854579,1.930548389,0.654897808,1.517287724,-0.018060005,-0.649539751,-0.059281724,0.401799035,-0.629407516,-0.576071283,-1.024074003,1.961195812,1.2090619,0.108276596,-0.538977521,-0.765486207,-37.24211737,-2.327632336,844.9087787
I3La,2.110226887,1.877180984,0.745036417,2.126929516,0.301665406,1.587078628,-0.045565722,-0.905475529,0.491956411,0.96173894,0.146212215,0.200835746,-1.046227992,1.971562052,1.02565618,0.29294135,0.552268312,-1.281471084,-31.38717192,-3.92339649,353.0324339
I3Y,1.74316059,1.564402597,0.745036417,1.719581279,0.364000536,1.519730406,0.038529864,-0.867304523,0.370684021,0.767913588,0.757848419,0.136498977,-0.986179022,1.955312271,0.761892285,0.619559281,0.323775723,-1.253436663,-33.57114695,-4.196393369,388.7706867
IK,0.641961699,0.938845821,-0.728836274,0.598253193,-0.799588554,0.695095048,-1.010331895,0.178046984,1.693655545,1.715504196,-0.775001317,-0.950954605,-0.40201331,1.345665294,-0.451358608,-0.291202259,-1.127690852,0.164582216,-5.6163605,-2.80818025,92.74329737
